# 1/sqrt(pi)*exp(-(x+2)^2)
// perfect normal distribution
-5.000000	+0.000070
-4.983287	+0.000077
-4.966574	+0.000085
-4.949861	+0.000094
-4.933148	+0.000104
-4.916435	+0.000114
-4.899721	+0.000126
-4.883008	+0.000139
-4.866295	+0.000153
-4.849582	+0.000168
-4.832869	+0.000185
-4.816156	+0.000203
-4.799443	+0.000223
-4.782730	+0.000245
-4.766017	+0.000268
-4.749304	+0.000294
-4.732591	+0.000322
-4.715877	+0.000353
-4.699164	+0.000387
-4.682451	+0.000423
-4.665738	+0.000463
-4.649025	+0.000506
-4.632312	+0.000552
-4.615599	+0.000603
-4.598886	+0.000658
-4.582173	+0.000717
-4.565460	+0.000782
-4.548747	+0.000852
-4.532033	+0.000927
-4.515320	+0.001009
-4.498607	+0.001097
-4.481894	+0.001192
-4.465181	+0.001295
-4.448468	+0.001406
-4.431755	+0.001525
-4.415042	+0.001654
-4.398329	+0.001792
-4.381616	+0.001941
-4.364903	+0.002101
-4.348189	+0.002274
-4.331476	+0.002459
-4.314763	+0.002657
-4.298050	+0.002870
-4.281337	+0.003098
-4.264624	+0.003343
-4.247911	+0.003605
-4.231198	+0.003885
-4.214485	+0.004185
-4.197772	+0.004505
-4.181058	+0.004847
-4.164345	+0.005212
-4.147632	+0.005602
-4.130919	+0.006017
-4.114206	+0.006459
-4.097493	+0.006930
-4.080780	+0.007432
-4.064067	+0.007965
-4.047354	+0.008531
-4.030641	+0.009133
-4.013928	+0.009772
-3.997214	+0.010449
-3.980501	+0.011167
-3.963788	+0.011928
-3.947075	+0.012734
-3.930362	+0.013587
-3.913649	+0.014488
-3.896936	+0.015441
-3.880223	+0.016447
-3.863510	+0.017509
-3.846797	+0.018629
-3.830084	+0.019810
-3.813370	+0.021054
-3.796657	+0.022363
-3.779944	+0.023741
-3.763231	+0.025189
-3.746518	+0.026711
-3.729805	+0.028309
-3.713092	+0.029985
-3.696379	+0.031744
-3.679666	+0.033586
-3.662953	+0.035516
-3.646240	+0.037535
-3.629526	+0.039648
-3.612813	+0.041856
-3.596100	+0.044162
-3.579387	+0.046569
-3.562674	+0.049079
-3.545961	+0.051697
-3.529248	+0.054423
-3.512535	+0.057262
-3.495822	+0.060214
-3.479109	+0.063284
-3.462396	+0.066473
-3.445682	+0.069783
-3.428969	+0.073218
-3.412256	+0.076778
-3.395543	+0.080467
-3.378830	+0.084286
-3.362117	+0.088237
-3.345404	+0.092322
-3.328691	+0.096541
-3.311978	+0.100897
-3.295265	+0.105391
-3.278552	+0.110024
-3.261838	+0.114796
-3.245125	+0.119708
-3.228412	+0.124760
-3.211699	+0.129953
-3.194986	+0.135287
-3.178273	+0.140761
-3.161560	+0.146375
-3.144847	+0.152127
-3.128134	+0.158017
-3.111421	+0.164044
-3.094708	+0.170205
-3.077994	+0.176500
-3.061281	+0.182924
-3.044568	+0.189477
-3.027855	+0.196155
-3.011142	+0.202955
-2.994429	+0.209873
-2.977716	+0.216906
-2.961003	+0.224049
-2.944290	+0.231298
-2.927577	+0.238649
-2.910864	+0.246095
-2.894150	+0.253632
-2.877437	+0.261254
-2.860724	+0.268955
-2.844011	+0.276728
-2.827298	+0.284567
-2.810585	+0.292464
-2.793872	+0.300413
-2.777159	+0.308405
-2.760446	+0.316433
-2.743733	+0.324489
-2.727019	+0.332564
-2.710306	+0.340650
-2.693593	+0.348737
-2.676880	+0.356817
-2.660167	+0.364880
-2.643454	+0.372918
-2.626741	+0.380919
-2.610028	+0.388874
-2.593315	+0.396774
-2.576602	+0.404609
-2.559889	+0.412368
-2.543175	+0.420040
-2.526462	+0.427617
-2.509749	+0.435087
-2.493036	+0.442440
-2.476323	+0.449667
-2.459610	+0.456756
-2.442897	+0.463698
-2.426184	+0.470482
-2.409471	+0.477099
-2.392758	+0.483539
-2.376045	+0.489792
-2.359331	+0.495849
-2.342618	+0.501700
-2.325905	+0.507337
-2.309192	+0.512751
-2.292479	+0.517933
-2.275766	+0.522876
-2.259053	+0.527570
-2.242340	+0.532010
-2.225627	+0.536187
-2.208914	+0.540095
-2.192201	+0.543728
-2.175487	+0.547080
-2.158774	+0.550145
-2.142061	+0.552918
-2.125348	+0.555394
-2.108635	+0.557570
-2.091922	+0.559442
-2.075209	+0.561007
-2.058496	+0.562262
-2.041783	+0.563205
-2.025070	+0.563835
-2.008357	+0.564150
-1.991643	+0.564150
-1.974930	+0.563835
-1.958217	+0.563205
-1.941504	+0.562262
-1.924791	+0.561007
-1.908078	+0.559442
-1.891365	+0.557570
-1.874652	+0.555394
-1.857939	+0.552918
-1.841226	+0.550145
-1.824513	+0.547080
-1.807799	+0.543728
-1.791086	+0.540095
-1.774373	+0.536187
-1.757660	+0.532010
-1.740947	+0.527570
-1.724234	+0.522876
-1.707521	+0.517933
-1.690808	+0.512751
-1.674095	+0.507337
-1.657382	+0.501700
-1.640669	+0.495849
-1.623955	+0.489792
-1.607242	+0.483539
-1.590529	+0.477099
-1.573816	+0.470482
-1.557103	+0.463698
-1.540390	+0.456756
-1.523677	+0.449667
-1.506964	+0.442440
-1.490251	+0.435087
-1.473538	+0.427617
-1.456825	+0.420040
-1.440111	+0.412368
-1.423398	+0.404609
-1.406685	+0.396774
-1.389972	+0.388874
-1.373259	+0.380919
-1.356546	+0.372918
-1.339833	+0.364880
-1.323120	+0.356817
-1.306407	+0.348737
-1.289694	+0.340650
-1.272981	+0.332564
-1.256267	+0.324489
-1.239554	+0.316433
-1.222841	+0.308405
-1.206128	+0.300413
-1.189415	+0.292464
-1.172702	+0.284567
-1.155989	+0.276728
-1.139276	+0.268955
-1.122563	+0.261254
-1.105850	+0.253632
-1.089136	+0.246095
-1.072423	+0.238649
-1.055710	+0.231298
-1.038997	+0.224049
-1.022284	+0.216906
-1.005571	+0.209873
-0.988858	+0.202955
-0.972145	+0.196155
-0.955432	+0.189477
-0.938719	+0.182924
-0.922006	+0.176500
-0.905292	+0.170205
-0.888579	+0.164044
-0.871866	+0.158017
-0.855153	+0.152127
-0.838440	+0.146375
-0.821727	+0.140761
-0.805014	+0.135287
